Depth	Age	Lakewater
236.11	-607.87625	-5.43
236.27	-608.31655	-5.48
236.43	-608.75265	-4.8
236.59	-609.19405	-5.1
236.75	-609.63105	-4.99
236.91	-610.0022	-5.32
237.07	-610.3701	-4.75
237.23	-610.73605	-4.89
237.39	-611.11055	-4.51
237.55	-611.482	-4.79
237.71	-611.85805	-5.1
237.87	-612.2341	-5.23
238.03	-612.6025	-4.19
238.19	-612.97645	-4.01
238.35	-613.35245	-4.08
238.51	-613.72475	-4.04
238.67	-614.09885	-4.26
238.83	-614.46765	-4.08
238.99	-614.83935	-4.35
239.15	-615.21215	-4.21
239.31	-615.57945	-4.26
239.47	-615.96355	-4.36
239.63	-616.34705	-3.9
239.79	-616.73505	-4.01
239.95	-617.118	-3.6
240.11	-617.49935	-4.09
240.27	-617.89585	-4.41
240.43	-618.28375	-4.45
240.59	-618.6618	-4.72
240.75	-619.0362	-4.4
240.91	-619.3974	-5.12
241.07	-619.757	-5.11
241.23	-620.12035	-5.75
241.39	-620.48455	-5.24
241.55	-620.8418	-5.81
241.71	-621.20705	-5.81
241.87	-621.5599	-6.17
242.03	-621.9435	-6.93
242.19	-622.33285	-6.47
242.35	-622.71895	-6.28
242.51	-623.10955	-4.54
242.67	-623.51025	-3.9
242.83	-623.9081	-4.44
242.99	-624.305	-3.74
243.47	-625.4686	-6.1
244.43	-627.74495	-5.71
248.59	-639.53565	-6.44
251.15	-647.8624	-6.7
253.07	-653.2632	-6.67
256.43	-665.21015	-3.04
256.59	-665.77155	-4.87
256.75	-666.3381	-4.71
256.91	-666.89715	-5.1
257.23	-668.0097	-4.61
257.39	-668.5773	-4.43
257.55	-669.1311	-6.1
257.71	-669.6726	-5.44
257.87	-670.2195	-6.23
258.03	-670.7631	-4.98
258.19	-671.30495	-4.82
258.35	-671.85885	-5.14
258.51	-672.40375	-4.13
258.67	-672.9603	-4.47
260.72	-681.9729	-6.15
260.88	-683.3276	-6.43
261.04	-684.6869	-5.89
261.2	-686.0408	-5.84
261.36	-687.3989	-6.23
261.52	-688.75155	-6.37
261.68	-689.8321	-6.29
261.84	-690.9243	-6.57
262	-692.0121	-5.66
262.16	-693.0979	-5.25
262.32	-694.1879	-5
262.48	-695.2778	-5.18
262.64	-696.3701	-5.31
262.8	-697.4611	-5.21
262.96	-698.13235	-5.59
263.12	-698.75985	-5.59
263.28	-699.386	-6.26
263.44	-700.0043	-6.5
263.6	-700.6171	-4.9
263.76	-701.23555	-5.39
263.92	-701.85865	-6.58
264.08	-702.48	-5.38
264.24	-703.15275	-4.9
264.4	-703.85735	-6.01
264.56	-704.571	-5.86
264.72	-705.27295	-4.81
264.88	-705.98165	-4.73
265.04	-706.6933	-4.46
265.2	-707.3993	-4.3
265.36	-708.09535	-4.29
265.52	-708.8312	-4.56
265.68	-709.5647	-4.96
265.84	-710.3118	-5.36
266	-711.04805	-6.07
266.16	-711.7987	-6.43
266.32	-712.54035	-6.2
271.28	-731.9902	-4.76
271.44	-732.5398	-5.19
271.6	-733.0999	-5.55
271.77	-733.6988	-6.12
271.92	-734.2252	-5.65
272.08	-734.78665	-5.51
272.24	-735.33655	-5.9
272.4	-735.9032	-6.53
272.56	-736.4558	-5.64
272.72	-737.01645	-6.58
272.88	-737.57565	-5.69
273.04	-738.1339	-4.92
273.2	-738.6909	-4.04
273.36	-739.10335	-5.06
273.52	-739.5099	-6.42
273.68	-739.90575	-6.34
273.84	-740.3012	-6.72
274	-740.70135	-6.31
274.16	-741.08735	-5.9
274.32	-741.4769	-5.4
274.48	-741.87025	-5.99
274.64	-742.222	-5.67
274.8	-742.57265	-5.65
274.96	-742.91755	-3.03
275.12	-743.2696	-5.03
276.08	-745.46585	-6.38
277.36	-748.7907	-6.16
278.8	-752.6033	-6.45
278.96	-752.97645	-6.12
279.76	-754.90315	-6.4
281.2	-758.6104	-4.19
281.36	-759.0406	-4.99
281.52	-759.47915	-4.59
282.64	-762.5623	-6.29
282.8	-763.02035	-7.19
282.96	-763.47185	-6.09
283.12	-763.92785	-5.69
283.28	-764.3858	-5.99
284.24	-767.05	-4.59
284.4	-767.49105	-4.89
284.56	-767.9392	-6.59
284.72	-768.3851	-6.09
284.88	-768.82695	-5.89
285.04	-769.28705	-5.29
285.2	-769.74775	-5.19
285.36	-770.2044	-4.89
285.52	-770.66685	-5.99
285.68	-771.12815	-5.29
285.84	-771.59805	-4.79
286	-772.07035	-4.99
286.16	-772.544	-4.89
286.32	-773.13715	-4.19
286.48	-773.8015	-3.59
286.64	-774.4643	-4.29
286.8	-775.12775	-3.99
286.96	-775.78095	-3.79
287.12	-776.44725	-3.89
287.28	-777.0981	-3.69
287.44	-777.75755	-3.69
287.6	-778.48195	-3.39
287.76	-779.2696	-3.49
287.92	-780.0606	-4.19
288.23	-781.5826	-3.99
288.4	-782.42735	-4.29
288.56	-783.2102	-4.59
288.72	-783.9975	-4.89
288.88	-784.72585	-5.19
289.04	-785.4023	-4.89
289.2	-786.0715	-5.29
289.36	-786.77185	-5.59
289.52	-787.4325	-4.79
289.68	-788.1194	-3.59
289.84	-788.80075	-2.79
290	-789.47875	-2.99
294.8	-807.6249	-6.54
295.12	-809.02975	-4.49
295.28	-809.7291	-2.59
295.44	-810.3283	-3.79
295.76	-811.45875	-4.29
295.92	-812.02545	-2.49
296.09	-812.6246	-3.19
296.24	-813.15735	-4.19
296.4	-813.72565	-3.39
296.56	-814.28925	-2.29
296.72	-814.8171	-3.29
296.88	-815.33	-4.99
297.04	-815.848	-4.99
297.2	-816.36055	-4.39
297.36	-816.8754	-4.19
297.52	-817.3867	-4.19
297.68	-817.9014	-4.49
297.84	-818.418	-4.59
298	-818.89765	-4.49
298.16	-819.36005	-4.29
298.32	-819.8157	-4.59
298.48	-820.27945	-4.69
298.64	-820.7399	-4.99
298.8	-821.19775	-5.39
298.96	-821.66	-4.79
299.12	-822.1217	-4.39
299.28	-822.54805	-4.89
299.44	-822.9437	-4.19
299.6	-823.33215	-4.49
299.76	-823.7287	-4.49
299.92	-824.11285	-5.79
300.24	-824.8899	-5.99
300.4	-825.2723	-5.89
300.56	-825.6806	-5.89
300.72	-826.13785	-5.39
300.88	-826.59655	-5.49
301.04	-827.05525	-5.59
301.2	-827.5154	-5.49
301.36	-827.97375	-5.19
301.52	-828.43835	-4.89
302.32	-831.6285	-5.29
302.48	-832.36435	-4.79
302.64	-833.1057	-5.19
302.8	-833.84505	-4.69
302.96	-834.56925	-4.99
303.12	-835.3165	-4.99
303.28	-836.32035	-4.39
303.44	-837.32335	-4.69
303.6	-838.3221	-4.99
303.76	-839.32135	-5.49
303.92	-840.32195	-5.19
304.08	-841.31495	-4.89
304.24	-842.30295	-4.99
304.4	-843.29555	-5.29
304.56	-844.27915	-5.39
304.72	-845.26155	-5.29
304.89	-846.31255	-4.99
305.04	-847.2359	-4.29
305.2	-848.229	-3.59
305.36	-849.2331	-4.39
305.52	-850.23595	-4.39
305.68	-851.23215	-4.59
305.84	-852.24325	-4.59
306	-853.27365	-4.49
306.16	-854.3006	-4.09
306.32	-855.32435	-3.79
306.48	-856.3425	-2.99
306.64	-857.36125	-2.99
306.8	-858.3814	-3.29
306.96	-859.40415	-3.39
307.12	-860.3957	-3.99
307.28	-861.44575	-4.69
307.44	-862.37565	-5.09
307.6	-863.36555	-5.19
307.76	-864.3502	-5.29
307.92	-865.34725	-5.19
308.08	-866.3477	-4.89
308.25	-867.41625	-5.09
309.2	-871.16295	-8.98
309.36	-871.7611	-8.91
309.84	-873.33725	-9.34
310.16	-874.22565	-7.55
310.48	-875.1033	-9.22
310.64	-875.54125	-8.41
310.8	-875.9736	-7.71
310.96	-876.43965	-8.48
311.6	-878.5754	-6.93
311.76	-879.10755	-7.37
312.24	-880.7031	-6.08
312.4	-881.1796	-6.88
312.56	-881.6687	-6.65
313.2	-883.60925	-6.67
313.84	-885.6116	-6.5
314.16	-886.66125	-9.11
314.48	-887.72545	-7.5
314.64	-888.25755	-7.05
315.6	-892.66405	-8.98
315.76	-893.44085	-8.51
316.24	-895.9078	-9.2
316.72	-898.7944	-8.34
316.88	-899.749	-7.44
317.04	-900.6988	-5.6
317.19	-901.59805	-5.75
317.36	-902.6048	-5.75
317.52	-903.50335	-5.67
317.68	-904.38425	-5.48
317.84	-905.28475	-5.42
318	-906.16625	-4.97
318.16	-907.05705	-6.18
318.32	-907.9542	-5.03
318.48	-908.8373	-5.29
318.64	-909.7202	-5.77
318.8	-910.76055	-6.07
319.44	-915.5024	-7.63
320.08	-919.93365	-8.09
320.4	-920.71315	-6.35
320.88	-921.8647	-6.81
321.04	-922.2458	-7.56
321.2	-922.6238	-7.31
321.36	-922.98765	-7.25
322.32	-925.08965	-7.42
323.76	-928.65645	-7.99
324.72	-931.04095	-7.89
325.2	-932.23705	-6.35
325.36	-932.62865	-6.28
325.52	-933.02225	-6.38
325.68	-933.4222	-7.06
325.84	-933.82105	-6.04
326.48	-935.43045	-6.16
326.64	-935.84805	-5.46
326.8	-936.277	-7.18
326.96	-936.70695	-6.98
327.12	-937.1411	-7.1
327.28	-937.56805	-6.87
327.44	-937.98745	-6.5
327.6	-938.4111	-6.95
327.76	-938.8432	-6.66
327.92	-939.2421	-6.42
328.07	-939.60935	-6.8
328.24	-940.0253	-7.35
328.4	-940.41405	-6.53
328.56	-940.804	-6.15
328.72	-941.1913	-5.65
328.88	-941.5827	-5.99
329.04	-941.98605	-5.76
329.2	-942.40105	-6.18
329.36	-942.8367	-5.28
329.52	-943.26675	-4.88
329.68	-943.6998	-5.33
329.84	-944.12095	-4.9
330	-944.55045	-5.85
330.16	-944.97595	-6.07
330.32	-945.4053	-6.02
330.48	-945.83945	-6.06
330.64	-946.3022	-6.18
330.8	-946.76025	-6.29
330.96	-947.2243	-6.1
331.12	-947.681	-5.47
331.28	-948.14075	-5.49
331.44	-948.59765	-5.69
331.6	-949.05425	-5.04
331.76	-949.48855	-5.29
331.92	-949.9133	-5.49
332.08	-950.335	-5.34
332.24	-950.7625	-5.57
332.4	-951.1868	-5.98
332.56	-951.60885	-5.79
332.72	-952.0349	-6.1
332.88	-952.45605	-5.94
333.04	-952.8795	-6.22
333.2	-953.3594	-5.98
333.36	-953.83915	-5.9
333.52	-954.31715	-5.6
333.68	-954.7946	-5.87
333.84	-955.2696	-5.65
334	-955.74975	-6.16
334.16	-956.22555	-6.6
334.34	-956.75485	-6.14
334.48	-957.1634	-6.3
334.64	-957.62065	-6.53
334.8	-958.07685	-6.48
334.96	-958.55115	-6.7
335.12	-959.0233	-6.61
335.28	-959.49625	-6.49
335.43	-959.94755	-7.14
335.6	-960.4394	-6.55
335.76	-960.8492	-6.33
335.92	-961.2461	-6.06
336.08	-961.65025	-6.16
336.24	-962.0654	-6.14
336.4	-962.47695	-6.83
336.56	-962.8904	-7.19
336.72	-963.29595	-5.52
337.04	-964.05575	-5.99
337.36	-964.74975	-8.59
337.68	-965.44195	-7.63
338.16	-966.45885	-7.88
338.64	-967.40855	-8.76
338.96	-968.0332	-7.82
339.12	-968.3412	-7.54
339.28	-968.648	-8.6
339.44	-968.95885	-7.67
339.76	-969.59465	-8.62
341.36	-972.78135	-7.83
341.68	-973.44305	-6.76
341.84	-973.77025	-6.89
342	-974.0936	-6.51
342.16	-974.42745	-6.22
342.32	-974.7663	-6.26
342.48	-975.102	-6.85
342.64	-975.445	-6.93
342.8	-975.77715	-6.58
342.94	-976.083	-6.74
343.12	-976.4495	-6.76
343.28	-976.79975	-6.85
343.44	-977.1312	-6.78
343.6	-977.42655	-6.83
343.76	-977.7229	-6.31
343.92	-978.0214	-7.39
344.09	-978.3378	-7.24
344.24	-978.6277	-6.64
344.42	-978.9658	-7
344.56	-979.2331	-6.42
344.72	-979.5329	-5.55
344.88	-979.80455	-6.06
345.04	-980.0793	-6.23
345.2	-980.3548	-5.37
345.36	-980.62905	-4.58
345.84	-981.4593	-5.9
346	-981.7377	-6.62
346.48	-982.6675	-5.2
347.28	-984.2675	-10.05
347.44	-984.71205	-8.51
347.92	-986.1835	-5.62
348.08	-986.68085	-5.16
348.24	-987.17275	-5.73
348.4	-987.65195	-6.05
348.56	-988.14035	-6.49
348.72	-988.8569	-6.21
348.88	-989.7133	-6
349.04	-990.5617	-6.7
349.2	-991.4049	-6.18
349.36	-992.2506	-6.12
349.52	-993.0892	-6.37
349.68	-993.9235	-5.87
349.84	-994.7531	-5.99
350	-995.60965	-6.61
350.16	-996.50055	-6.69
350.32	-997.4072	-6.83
350.48	-998.3183	-6.49
350.64	-999.22635	-6.58
350.81	-1000.201	-7.34
350.96	-1001.0475	-7.49
351.12	-1001.952	-6.82
351.28	-1002.772	-5.68
352.08	-1006.3445	-7.81
353.68	-1011.613	-8.57
354.96	-1015.127	-6.12
355.12	-1015.564	-6.93
355.28	-1016.0015	-6.91
355.44	-1016.4435	-6.53
355.6	-1016.8785	-6.2
355.76	-1017.316	-6.25
355.92	-1017.749	-5.51
356.08	-1018.19	-5.41
356.88	-1020.406	-4.69
357.04	-1020.8565	-6.28
357.2	-1021.3	-6.47
357.36	-1021.743	-6.42
357.52	-1022.1945	-6.4
357.68	-1022.635	-6.37
357.84	-1023.0605	-6.6
358	-1023.4835	-6.03
358.16	-1023.9135	-6.17
358.32	-1024.343	-6.05
358.48	-1024.77	-6.34
358.64	-1025.1995	-6.11
358.8	-1025.621	-5.92
358.96	-1026.052	-6.1
359.12	-1026.478	-6.32
359.28	-1026.8985	-6.57
359.44	-1027.33	-5.45
359.6	-1027.75	-5.59
359.76	-1028.1865	-6.38
359.92	-1028.609	-6.61
360.08	-1029.0455	-6.57
360.24	-1029.4685	-6.91
360.41	-1029.8915	-6.69
360.56	-1030.239	-6.98
360.72	-1030.6095	-7.02
360.88	-1030.9785	-6.64
361.04	-1031.349	-5.93
361.2	-1031.7225	-6
361.36	-1032.1065	-6.03
362	-1033.7745	-7.96
362.32	-1034.6595	-8.42
362.48	-1035.1115	-7.74
362.64	-1035.5565	-7.38
362.8	-1036.0065	-7.84
362.96	-1036.5015	-7.63
363.6	-1038.949	-7.29
364.4	-1041.987	-6.94
366.64	-1051.034	-8.2
366.96	-1052.3025	-8.15
368.24	-1057.146	-8.65
369.2	-1060.093	-5.32
369.36	-1060.591	-5.5
369.52	-1061.0295	-6.33
369.68	-1061.4515	-6.28
369.84	-1061.8805	-6.49
370	-1062.3015	-6.67
370.16	-1062.718	-6.64
370.32	-1063.135	-6.26
370.48	-1063.556	-6.63
370.64	-1063.974	-6.37
370.8	-1064.377	-6.39
370.96	-1064.787	-6.42
371.12	-1065.202	-6.46
371.28	-1065.6175	-6.02
371.44	-1066.0175	-6.93
371.6	-1066.4365	-6.79
371.76	-1066.8485	-6.75
371.92	-1067.257	-7.29
372.08	-1067.6795	-7.07
372.24	-1068.0965	-6.6
372.4	-1068.527	-6.28
372.56	-1068.9605	-6.73
372.72	-1069.3965	-6.22
372.88	-1069.8225	-6.14
373.04	-1070.2575	-6.05
373.2	-1070.686	-5.62
373.36	-1071.13	-4.81
373.52	-1071.636	-5.56
373.68	-1072.1445	-5.45
373.84	-1072.648	-5.63
374	-1073.1585	-6.25
374.16	-1073.6685	-5.63
374.32	-1074.1875	-6.58
374.49	-1074.7285	-6.31
374.64	-1075.208	-6.01
374.8	-1075.765	-5.76
374.96	-1076.3195	-5.98
375.12	-1076.8775	-6.42
375.28	-1077.4405	-7.65
375.44	-1078.0085	-7.13
375.6	-1078.5625	-6.9
375.76	-1079.1205	-6.32
375.92	-1079.67	-5.36
376.08	-1080.2405	-5.94
376.24	-1080.8045	-6.19
376.4	-1081.368	-7.05
376.56	-1081.9215	-6.36
376.72	-1082.476	-6.18
376.88	-1083.034	-6.23
377.04	-1083.587	-6.37
377.2	-1084.145	-6.13
377.36	-1084.709	-6.15
377.52	-1085.295	-5.98
377.68	-1085.858	-5.86
377.84	-1086.435	-5.97
378	-1086.9965	-6.01
378.16	-1087.572	-5.68
378.32	-1088.1375	-5.99
378.48	-1088.6945	-5.32
378.64	-1089.2915	-5.78
378.8	-1089.8965	-5.82
378.96	-1090.501	-6.24
379.12	-1091.103	-6.77
379.28	-1091.7135	-6.07
379.44	-1092.315	-6.67
379.6	-1092.922	-6.99
379.76	-1093.53	-6.91
379.92	-1094.0895	-8.2
381.04	-1097.8205	-6.58
381.52	-1099.3505	-6.4
383.44	-1105.1175	-5.79
383.6	-1105.5875	-6.16
383.76	-1106.0525	-6.85
383.92	-1106.542	-6.49
384.07	-1107.014	-5.91
384.24	-1107.5425	-6.31
384.4	-1108.037	-6.79
384.56	-1108.5295	-6.24
384.74	-1109.0875	-6.89
384.9	-1109.583	-6.29
385.04	-1110.013	-6.26
385.2	-1110.486	-5.34
385.36	-1110.9745	-6.47
385.52	-1111.4665	-6.55
385.68	-1111.945	-6.47
385.84	-1112.423	-6.38
385.99	-1112.8735	-6.66
386.16	-1113.3895	-7.23
386.32	-1113.866	-7.13
386.48	-1114.3355	-7.58
386.64	-1114.8035	-7.22
386.8	-1115.272	-7.66
387.76	-1118.117	-6.86
388.72	-1121.228	-6.59
390	-1125.884	-6.72
391.44	-1131.4945	-7.42
392.56	-1136.696	-7.6
394	-1143.459	-7.87
396.4	-1152.8605	-7.4
396.56	-1153.2465	-7.13
396.72	-1153.625	-6.85
396.88	-1154.0945	-6.3
397.04	-1154.5735	-6.67
397.2	-1155.0455	-6.94
397.36	-1155.5145	-7
397.52	-1155.987	-6.9
397.68	-1156.443	-6.8
397.84	-1156.901	-6.63
398	-1157.3615	-6.69
398.16	-1157.855	-6.81
398.32	-1158.3485	-6.85
398.48	-1158.842	-6.69
398.64	-1159.344	-7.11
398.8	-1159.844	-7.15
398.96	-1160.3445	-7.35
399.12	-1160.8415	-6.89
399.28	-1161.325	-7.18
399.44	-1161.7635	-6.88
399.6	-1162.184	-6.91
399.76	-1162.6	-7.61
399.92	-1163.021	-6.5
400.08	-1163.4465	-6.43
400.24	-1163.867	-6.23
400.4	-1164.281	-6.64
400.56	-1164.708	-6.87
400.72	-1165.135	-6.15
400.88	-1165.5765	-6.21
401.04	-1166.019	-6.42
401.2	-1166.4545	-6.5
401.36	-1166.897	-6.68
401.52	-1167.3465	-6.78
401.68	-1167.7985	-6.75
401.84	-1168.2445	-6.63
402	-1168.6845	-6.99
402.16	-1169.121	-5.87
402.32	-1169.5645	-6.37
402.48	-1170.016	-6.67
402.64	-1170.4595	-6.68
402.8	-1170.91	-7.39
402.96	-1171.352	-6.62
403.12	-1171.7995	-7.18
403.28	-1172.379	-6.95
403.44	-1173.171	-7.35
403.6	-1173.9765	-6.63
403.76	-1174.7885	-7.08
403.92	-1175.583	-7.36
404.08	-1176.3765	-7.1
404.4	-1177.962	-6.55
404.56	-1178.751	-6.56
404.72	-1179.5535	-6.62
404.88	-1180.348	-6.56
405.04	-1181.1445	-6.9
405.2	-1181.937	-6.67
405.36	-1182.74	-6.24
405.52	-1183.532	-5.85
405.68	-1184.3185	-5.47
405.84	-1185.147	-6.52
406	-1186.2185	-7.37
406.16	-1187.291	-7.42
406.32	-1188.3765	-6.55
406.48	-1189.4575	-7.33
406.96	-1192.7185	-6.82
408.56	-1202.474	-7.61
410.16	-1212.0915	-7.11
412.72	-1221.8675	-7.7
412.88	-1222.484	-7.81
413.04	-1223.1005	-8.34
413.2	-1223.728	-7.48
413.36	-1224.3405	-7.33
413.52	-1224.9585	-7.28
413.68	-1225.557	-7.04
413.84	-1226.1215	-7.16
414	-1226.6935	-7.16
414.16	-1227.274	-6.98
414.32	-1227.86	-7.39
414.48	-1228.4475	-7.7
414.64	-1229.0315	-7.15
414.8	-1229.6055	-6.85
414.96	-1230.1395	-6.57
415.12	-1230.5995	-6.44
415.28	-1231.0585	-6.33
415.44	-1231.517	-5.86
415.6	-1231.9715	-5.58
415.76	-1232.4235	-5.95
415.91	-1232.9445	-6.1
416.08	-1233.317	-6.08
416.24	-1233.77	-6.09
416.4	-1234.2435	-6.49
416.56	-1234.718	-5.95
416.72	-1235.183	-6.32
416.88	-1235.6615	-6.33
417.04	-1236.147	-6.37
417.2	-1236.6165	-6.22
417.36	-1237.097	-6.07
417.52	-1237.5725	-6.49
417.68	-1238.0405	-6.33
417.84	-1238.5045	-6.93
418	-1238.9695	-6.88
418.16	-1239.4415	-6.99
418.32	-1239.9135	-6.64
418.48	-1240.383	-6.64
418.64	-1240.8505	-6.98
418.8	-1241.329	-7.22
418.96	-1241.812	-7.22
419.12	-1242.3075	-7.21
419.28	-1242.804	-7.53
419.44	-1243.307	-7.71
420.4	-1246.1385	-6.72
421.2	-1248.2985	-7.09
422	-1251.4245	-7.16
422.8	-1254.9915	-6.63
425.52	-1270.5795	-7.39
425.68	-1272.3945	-5.35
425.84	-1274.2175	-6.25
426	-1276.048	-7.14
426.16	-1277.8795	-7.77
426.32	-1279.706	-6.74
426.48	-1281.541	-8.19
426.64	-1283.2365	-8.15
426.8	-1284.194	-7.92
426.96	-1285.1535	-7.69
427.12	-1286.119	-7.05
427.28	-1287.0835	-7.62
427.44	-1288.078	-8.4
427.6	-1289.0335	-7.49
428.4	-1292.6695	-7.7
428.88	-1294.373	-7.28
430.96	-1302.262	-8.01
431.12	-1302.946	-8.45
431.28	-1303.6235	-8.31
431.44	-1304.3035	-8.16
431.6	-1304.963	-7.99
431.76	-1305.6155	-8.7
431.92	-1306.181	-8.28
432.08	-1306.7035	-8.22
432.24	-1307.225	-8.3
432.4	-1307.749	-9.25
432.56	-1308.2825	-8.7
432.72	-1308.8075	-9.34
432.88	-1309.334	-8.57
433.04	-1309.8535	-8.84
433.2	-1310.3805	-9.31
433.36	-1310.9385	-9.51
433.52	-1311.4935	-9.85
433.68	-1312.044	-9.5
433.84	-1312.596	-9.44
434	-1313.151	-9.22
434.16	-1313.6965	-9.21
434.32	-1314.254	-9.33
434.48	-1314.809	-9.31
434.64	-1315.3775	-9.39
434.8	-1315.9515	-9.17
434.96	-1316.5315	-8.67
435.12	-1317.112	-8.04
435.28	-1317.689	-8.18
435.44	-1318.256	-8.27
435.6	-1318.8305	-7.72
435.76	-1319.398	-7.41
435.92	-1319.9305	-8.14
436.08	-1320.4665	-7.61
436.24	-1321.008	-7.8
436.4	-1321.542	-8.68
436.56	-1322.082	-8.61
436.72	-1322.6245	-8.43
438.96	-1341.943	-8.12
439.12	-1342.642	-8.91
439.28	-1343.337	-8.09
439.44	-1344.0145	-8.52
439.6	-1344.672	-8.58
439.76	-1345.1395	-8.34
439.92	-1345.576	-8.72
440.08	-1346.0195	-8.61
440.24	-1346.4535	-8.93
440.4	-1346.8935	-8.46
440.56	-1347.332	-8.14
440.72	-1347.7735	-8.54
440.88	-1348.2045	-7.76
441.04	-1348.639	-8
441.2	-1349.0675	-8.12
441.36	-1349.4965	-8.01
441.52	-1349.9235	-7.91
441.68	-1350.3565	-7.58
441.84	-1350.785	-8.13
442	-1351.2145	-7.96
442.16	-1351.6455	-8.11
442.32	-1352.0555	-8.11
442.48	-1352.449	-8.23
442.64	-1352.8435	-8.14
442.8	-1353.246	-8.54
442.96	-1353.644	-8.23
443.12	-1354.033	-8.44
443.28	-1354.425	-8.65
443.44	-1354.813	-8.11
443.6	-1355.2155	-8.63
443.76	-1355.655	-8.71
443.92	-1356.093	-8.6
444.08	-1356.5265	-8.19
444.24	-1356.9625	-8.69
444.4	-1357.397	-8.72
444.56	-1357.834	-8.37
444.72	-1358.275	-8.41
444.88	-1358.6895	-8.96
445.04	-1359.098	-8.81
445.2	-1359.512	-9.06
445.36	-1359.932	-8.58
445.52	-1360.347	-8.8
445.68	-1360.7655	-8.8
445.84	-1361.184	-8.71
446	-1361.605	-8.68
446.16	-1362.012	-9
446.32	-1362.401	-9.37
446.48	-1362.7945	-9.22
446.64	-1363.183	-9.33
446.8	-1363.573	-9.03
446.96	-1363.9595	-8.61
